LAST SEEN   TYPE      REASON                          OBJECT                                             MESSAGE
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-chvpd              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-chvpd              Started container mvp-icap-service
6m16s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-chvpd              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-dtjwh              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-dtjwh to aks-icaptestnode-10971123-vmss00000e
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-dtjwh              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-dtjwh              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-dtjwh              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-dtjwh              Started container mvp-icap-service
6m19s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-dtjwh              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-dxpth              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-dxpth to aks-icaptestnode-10971123-vmss00000j
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-dxpth              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-dxpth              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-dxpth              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-dxpth              Started container mvp-icap-service
6m16s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-dxpth              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-frzrh              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-frzrh to aks-icaptestnode-10971123-vmss00002f
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-frzrh              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-frzrh              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-frzrh              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-frzrh              Started container mvp-icap-service
6m18s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-frzrh              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-gd8k5              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-gd8k5 to aks-icaptestnode-10971123-vmss00001g
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-gd8k5              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-gd8k5              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-gd8k5              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-gd8k5              Started container mvp-icap-service
6m16s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-gd8k5              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-gjqgv              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-gjqgv to aks-icaptestnode-10971123-vmss000027
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-gjqgv              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-gjqgv              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-gjqgv              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-gjqgv              Started container mvp-icap-service
6m17s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-gjqgv              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-gmks4              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-gmks4 to aks-icaptestnode-10971123-vmss00000u
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-gmks4              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-gmks4              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-gmks4              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-gmks4              Started container mvp-icap-service
6m13s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-gmks4              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-hk8k5              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-hk8k5 to aks-icaptestnode-10971123-vmss00001b
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-hk8k5              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-hk8k5              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-hk8k5              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-hk8k5              Started container mvp-icap-service
6m13s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-hk8k5              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-htg2b              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-htg2b to aks-icaptestnode-10971123-vmss00001x
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-htg2b              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-htg2b              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-htg2b              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-htg2b              Started container mvp-icap-service
6m15s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-htg2b              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-hv8bv              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-hv8bv to aks-icaptestnode-10971123-vmss00000g
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-hv8bv              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-hv8bv              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-hv8bv              Created container mvp-icap-service
